FAR_CODE_DATA_BLOCK_ID,DATA_BLOCK_FIELDS_ID,VALUE_TXT,FAR_CODE_ID
2122,24,=0 (numeric),113
2123,25,=0 (numeric),113
2124,26,=0 (numeric),113
2125,33,Fill as appropriate,113
2126,34,=C,113
2127,41,Your state contact last name,113
2128,42,Your state contact first name,113
2129,45,Contact address,113
2130,47,Contact city,113
2131,48,Contact state,113
2132,49,Contact ZIP Code,113
2133,51,Contact phone number,113
2134,194,NCP last name,113
2135,195,NCP first name,113
2136,199,NCP Social Security number,113
2137,198,NCP date of birth,113
2138,194,Participant last name,113
2139,195,Participant first name,113
2140,202,Fill as appropriate,113
2141,203,=C,113
2142,8,003,114
2143,9,Fill as appropriate,114
2144,12,P,114
2145,13,MSC,114
2146,15,Your case ID,114
2147,16,Other case ID,114
2148,17,GSC09,114
2149,18,Date case was closed,114
2150,19,=N,114
2151,20,=1,114
2152,21,=1,114
2153,23,Fill as appropriate,114
2154,24,=0 (numeric),114
2155,25,=0 (numeric),114
2156,26,=0 (numeric),114
2157,33,Fill as appropriate,114
2158,34,=C,114
2159,41,Your state contact last name,114
2160,42,Your state contact first name,114
2161,45,Contact address,114
2162,47,Contact city,114
2163,48,Contact state,114
2164,49,Contact ZIP Code,114
2165,51,Contact phone number,114
2166,194,NCP last name,114
2167,195,NCP first name,114
2168,199,NCP Social Security number,114
2169,198,NCP date of birth,114
2170,194,Participant last name,114
2171,195,Participant first name,114
2172,202,Fill as appropriate,114
2173,203,=C,114
2174,8,003,115
2175,9,Fill as appropriate,115
2176,12,P,115
2177,13,MSC,115
2178,15,Your case ID,115
2179,16,Other case ID,115
2180,17,GSC10,115
2181,18,Date case was closed,115
2182,19,=N,115
2183,20,=1,115
2184,21,=1,115
2185,23,Fill as appropriate,115
2186,24,=0 (numeric),115
2187,25,=0 (numeric),115
2188,26,=0 (numeric),115
2189,33,Fill as appropriate,115
2190,34,=C,115
2191,41,Your state contact last name,115
2192,42,Your state contact first name,115
2193,45,Contact address,115
2194,47,Contact city,115
2195,48,Contact state,115
2196,49,Contact ZIP Code,115
2197,51,Contact phone number,115
2198,194,NCP last name,115
2199,195,NCP first name,115
2200,199,NCP Social Security number,115
2201,198,NCP date of birth,115
2202,194,Participant last name,115
2203,195,Participant first name,115
2204,202,Fill as appropriate,115
2205,203,=C,115
2206,8,003,116
2207,9,Fill as appropriate,116
2208,12,P,116
2209,13,MSC,116
2210,15,Your case ID,116
2211,16,Other case ID,116
2212,17,GSC11,116
2213,18,Date case was closed,116
2214,19,=N,116
2215,20,=1,116
2216,21,=1,116
2217,23,Fill as appropriate,116
2218,24,=0 (numeric),116
2219,25,=0 (numeric),116
2220,26,=0 (numeric),116
2221,33,Fill as appropriate,116
2222,34,=C,116
2223,41,Your state contact last name,116
2224,42,Your state contact first name,116
2225,45,Contact address,116
2226,47,Contact city,116
2227,48,Contact state,116
2228,49,Contact ZIP Code,116
2229,51,Contact phone number,116
2230,194,NCP last name,116
2231,195,NCP first name,116
2232,199,NCP Social Security number,116
2233,198,NCP date of birth,116
2234,194,Participant last name,116
2235,195,Participant first name,116
2236,202,Fill as appropriate,116
2237,203,=C,116
2238,8,003,117
2239,9,Fill as appropriate,117
2240,12,P,117
2241,13,MSC,117
2242,15,Your case ID,117
2243,16,Other case ID,117
2244,17,GSC12,117
2245,18,Date case was closed,117
2246,19,=N,117
2247,20,=1,117
2248,21,=1,117
2249,23,Fill as appropriate,117
2250,24,=0 (numeric),117
2251,25,=0 (numeric),117
2252,26,=0 (numeric),117
2253,33,Fill as appropriate,117
2254,34,=C,117
2255,41,Your state contact last name,117
2256,42,Your state contact first name,117
2257,45,Contact address,117
2258,47,Contact city,117
2259,48,Contact state,117
2260,49,Contact ZIP Code,117
2261,51,Contact phone number,117
2262,194,NCP last name,117
2263,195,NCP first name,117
2264,199,NCP Social Security number,117
2265,198,NCP date of birth,117
2266,194,Participant last name,117
2267,195,Participant first name,117
2268,202,Fill as appropriate,117
2269,203,=C,117
2270,8,003,118
2271,9,Fill as appropriate,118
2272,12,P,118
2273,13,MSC,118
2274,15,Your case ID,118
2275,16,Other case ID,118
2276,17,GSC4A,118
2277,18,Date case was closed,118
2278,19,=N,118
2279,20,=1,118
2280,21,=1,118
2281,23,Fill as appropriate,118
2282,24,=0 (numeric),118
2283,25,=0 (numeric),118
2284,26,=0 (numeric),118
2285,33,Fill as appropriate,118
2286,34,=C,118
2287,41,Your state contact last name,118
2288,42,Your state contact first name,118
2289,45,Contact address,118
2290,47,Contact city,118
2291,48,Contact state,118
2292,49,Contact ZIP Code,118
2293,51,Contact phone number,118
2294,194,NCP last name,118
2295,195,NCP first name,118
2296,199,NCP Social Security number,118
2297,198,NCP date of birth,118
2298,194,Participant last name,118
2299,195,Participant first name,118
2300,202,Fill as appropriate,118
2301,203,=C,118
2302,8,003,119
2303,9,Fill as appropriate,119
2304,12,P,119
2305,13,MSC,119
2306,15,Your case ID,119
2307,16,Other case ID,119
2308,17,GSC4B,119
2309,18,Date case was closed,119
2310,19,=N,119
2311,20,=1,119
2312,21,=1,119
2313,23,Fill as appropriate,119
2314,24,=0 (numeric),119
2315,25,=0 (numeric),119
2316,26,=0 (numeric),119
2317,33,Fill as appropriate,119
2318,34,=C,119
2319,41,Your state contact last name,119
2320,42,Your state contact first name,119
2321,45,Contact address,119
2322,47,Contact city,119
2323,48,Contact state,119
2324,49,Contact ZIP Code,119
2325,51,Contact phone number,119
2326,194,NCP last name,119
2327,195,NCP first name,119
2328,199,NCP Social Security number,119
2329,198,NCP date of birth,119
2330,194,Participant last name,119
2331,195,Participant first name,119
2332,202,Fill as appropriate,119
2333,203,=C,119
2334,8,003,120
2335,9,Fill as appropriate,120
2336,12,P,120
2337,13,MSC,120
2338,15,Your case ID,120
2339,16,Other case ID,120
2340,17,GSC4C,120
2341,18,Date case was closed,120
2342,19,=N,120
2343,20,=1,120
2344,21,=1,120
2345,23,Fill as appropriate,120
2346,24,=0 (numeric),120
2347,25,=0 (numeric),120
2348,26,=0 (numeric),120
2349,33,Fill as appropriate,120
2350,34,=C,120
2351,41,Your state contact last name,120
2352,42,Your state contact first name,120
2353,45,Contact address,120
2354,47,Contact city,120
2355,48,Contact state,120
2356,49,Contact ZIP Code,120
2357,51,Contact phone number,120
2358,194,NCP last name,120
2359,195,NCP first name,120
2360,199,NCP Social Security number,120
2361,198,NCP date of birth,120
2362,194,Participant last name,120
2363,195,Participant first name,120
2364,202,Fill as appropriate,120
2365,203,=C,120
2366,8,003,121
2367,9,Fill as appropriate,121
2368,12,P,121
2369,13,MSC,121
2370,15,Your case ID,121
2371,16,Other case ID,121
2372,17,GSC13,121
2373,18,Date case was closed,121
2374,19,=N,121
2375,20,=1,121
2376,21,=1,121
2377,23,Fill as appropriate,121
2378,24,=0 (numeric),121
2379,25,=0 (numeric),121
2380,26,=0 (numeric),121
2381,33,Fill as appropriate,121
2382,34,=C,121
2383,41,Your state contact last name,121
2384,42,Your state contact first name,121
2385,45,Contact address,121
2386,47,Contact city,121
2387,48,Contact state,121
2388,49,Contact ZIP Code,121
2389,51,Contact phone number,121
2390,194,NCP last name,121
2391,195,NCP first name,121
2392,199,NCP Social Security number,121
2393,198,NCP date of birth,121
2394,194,Participant last name,121
2395,195,Participant first name,121
2396,202,Fill as appropriate,121
2397,203,=C,121
2398,8,003,122
2399,9,Fill as appropriate,122
2400,12,P,122
2401,13,MSC,122
2402,15,Your case ID,122
2403,16,Other case ID,122
2404,17,GSC14,122
2405,18,Date state intends to close the case,122
2406,19,=N,122
2407,20,=1,122
2408,21,=1,122
2409,23,Fill as appropriate,122
2410,24,=0 (numeric),122
2411,25,=0 (numeric),122
2412,26,=0 (numeric),122
2413,33,Fill as appropriate,122
2414,34,=O (alpha),122
2415,41,Your state contact last name,122
2416,42,Your state contact first name,122
2417,45,Contact address,122
2418,47,Contact city,122
2419,48,Contact state,122
2420,49,Contact ZIP Code,122
2421,51,Contact phone number,122
2422,194,NCP last name,122
2423,195,NCP first name,122
2424,199,NCP Social Security number,122
2425,198,NCP date of birth,122
2426,194,Participant last name,122
2427,195,Participant first name,122
2428,202,Fill as appropriate,122
2429,203,=O (alpha),122
2430,8,003,123
2431,9,Fill as appropriate,123
2432,12,P,123
2433,13,MSC,123
2434,15,Your case ID,123
2435,16,Other case ID,123
2436,17,GSC15,123
2437,19,=N,123
2438,20,=1,123
2439,21,=1,123
2440,23,Fill as appropriate,123
2441,24,=0 (numeric),123
2442,25,=0 (numeric),123
2443,26,=0 (numeric),123
2444,33,Fill as appropriate,123
2445,34,=C,123
2446,41,Your state contact last name,123
2447,42,Your state contact first name,123
2448,45,Contact address,123
2449,47,Contact city,123
2450,48,Contact state,123
2451,49,Contact ZIP Code,123
2452,51,Contact phone number,123
2453,194,NCP last name,123
2454,195,NCP first name,123
2455,199,NCP Social Security number,123
2456,198,NCP date of birth,123
2457,194,Participant last name,123
2458,195,Participant first name,123
2459,202,Fill as appropriate,123
2460,203,=C,123
2461,8,003,124
2462,9,Fill as appropriate,124
2463,12,P,124
2464,13,MSC,124
2465,15,Your case ID,124
2466,16,Other case ID,124
2467,17,GSC16,124
2468,18,Date case was closed,124
2469,19,=N,124
2470,20,=1,124
2471,21,=1,124
2472,23,Fill as appropriate,124
2473,24,=0 (numeric),124
2474,25,=0 (numeric),124
2475,26,=0 (numeric),124
2476,33,Fill as appropriate,124
2477,34,=C,124
2478,41,Your state contact last name,124
2479,42,Your state contact first name,124
2480,45,Contact address,124
2481,47,Contact city,124
2482,48,Contact state,124
2483,49,Contact ZIP Code,124
2484,51,Contact phone number,124
2485,194,NCP last name,124
2486,195,NCP first name,124
2487,199,NCP Social Security number,124
2488,198,NCP date of birth,124
2489,194,Participant last name,124
2490,195,Participant first name,124
2491,202,Fill as appropriate,124
2492,203,=C,124
2493,8,003,125
2494,9,Fill as appropriate,125
2495,12,P,125
2496,13,MSC,125
2497,15,Your case ID,125
2498,16,Other case ID,125
2499,17,GSC17,125
2500,19,=N,125
2501,20,=1,125
2502,21,=1,125
2503,23,Fill as appropriate,125
2504,24,=0 (numeric),125
2505,25,=0 (numeric),125
2506,26,=0 (numeric),125
2507,33,Fill as appropriate,125
2508,34,=C,125
2509,41,Your state contact last name,125
2510,42,Your state contact first name,125
2511,45,Contact address,125
2512,47,Contact city,125
2513,48,Contact state,125
2514,49,Contact ZIP Code,125
2515,51,Contact phone number,125
2516,194,NCP last name,125
2517,195,NCP first name,125
2518,199,NCP Social Security number,125
2519,198,Provide the NCP date of birth,125
2520,194,Participant last name,125
2521,195,Participant first name,125
2522,202,Fill as appropriate,125
2523,203,=C,125
2524,8,003,126
2525,9,Fill as appropriate,126
2526,12,P,126
2527,13,MSC,126
2528,15,Your case ID,126
2529,16,Other case ID,126
2530,17,GSC18,126
2531,18,Date case was closed,126
2532,19,=N,126
2533,20,=1,126
2534,21,=1,126
2535,23,Fill as appropriate,126
2536,24,=0 (numeric),126
2537,25,=0 (numeric),126
2538,26,=0 (numeric),126
2539,33,Fill as appropriate,126
2540,34,=C,126
2541,41,Your state contact last name,126
2542,42,Your state contact first name,126
2543,45,Contact address,126
2544,47,Contact city,126
2545,48,Contact state,126
2546,49,Contact ZIP Code,126
2547,51,Contact phone number,126
2548,194,NCP last name,126
2549,195,NCP first name,126
2550,199,NCP Social Security number,126
2551,198,NCP date of birth,126
2552,194,Participant last name,126
2553,195,Participant first name,126
2554,202,Fill as appropriate,126
2555,203,=C,126
2556,8,003,127
2557,9,Fill as appropriate,127
2558,12,P,127
2559,13,MSC,127
2560,15,Your case ID,127
2561,16,Other case ID,127
2562,17,GSCAS,127
2563,19,=N,127
2564,20,=1,127
2565,21,=1,127
2566,23,Fill as appropriate,127
2567,24,=0 (numeric),127
2568,25,=0 (numeric),127
2569,26,=1,127
2570,33,Fill as appropriate,127
2571,34,=O (alpha),127
2572,41,Your state contact last name,127
2573,42,Your state contact first name,127
2574,45,Contact address,127
2575,47,Contact city,127
2576,48,Contact state,127
2577,49,Contact ZIP Code,127
2578,51,Contact phone number,127
2579,194,NCP last name,127
2580,195,NCP first name,127
2581,199,NCP Social Security number,127
2582,198,NCP date of birth,127
2583,194,Participant last name,127
2584,195,Participant first name,127
2585,202,Fill as appropriate,127
2586,203,=O (alpha),127
2587,268,New case ID,127
2588,8,003,128
2589,9,Fill as appropriate,128
2590,12,P,128
2591,13,MSC,128
2592,15,Your case ID,128
2593,16,Other case ID,128
2594,17,GSDEL,128
2595,19,=N,128
2596,20,=1,128
2597,21,=1,128
2598,23,Fill as appropriate,128
2599,24,=0 (numeric),128
2600,25,=0 (numeric),128
2601,26,=0 (numeric),128
2602,33,Fill as appropriate,128
2603,34,=O (alpha),128
2604,41,Your state contact last name,128
2605,42,Your state contact first name,128
2606,45,Contact address,128
2607,47,Contact city,128
2608,48,Contact state,128
2609,49,Contact ZIP Code,128
2610,51,Contact phone number,128
2611,194,NCP last name,128
2612,195,NCP first name,128
2613,199,NCP Social Security number,128
2614,198,NCP date of birth,128
2615,194,Participant last name,128
2616,195,Participant first name,128
2617,202,Fill as appropriate,128
2618,203,=C,128
2619,8,003,129
2620,9,Fill as appropriate,129
2621,12,P,129
2622,13,MSC,129
2623,15,Your case ID,129
2624,16,Other case ID,129
2625,17,GSFIP,129
2626,19,=N,129
2627,20,=1,129
2628,21,=1,129
2629,23,Fill as appropriate,129
2630,24,=0 (numeric),129
2631,25,=0 (numeric),129
2632,26,=0 (numeric),129
2633,33,Fill as appropriate,129
2634,34,=O (alpha),129
2635,41,Your state contact last name,129
2636,42,Your state contact first name,129
2637,45,Contact address,129
2638,47,Contact city,129
2639,48,Contact state,129
2640,49,Contact ZIP Code,129
2641,51,Contact phone number,129
2642,194,NCP last name,129
2643,195,NCP first name,129
2644,199,NCP Social Security number,129
2645,198,NCP date of birth,129
2646,194,Participant last name,129
2647,195,Participant first name,129
2648,202,Fill as appropriate,129
2649,203,=O (alpha),129
2650,8,003,130
2651,9,Fill as appropriate,130
2652,12,P,130
2653,13,MSC,130
2654,15,Your case ID,130
2655,16,Other case ID,130
2656,17,GSFWD,130
2657,19,=N,130
2658,20,=1,130
2659,21,=1,130
2660,23,Fill as appropriate,130
2661,24,=1 (numeric),130
2662,25,=0 (numeric),130
2663,26,Fill as appropriate,130
2664,33,Fill as appropriate,130
2665,34,=O (alpha),130
2666,41,Your state contact last name,130
2667,42,Your state contact first name,130
2668,45,Contact address,130
2669,47,Contact city,130
2670,48,Contact state,130
2671,49,Contact ZIP Code,130
2672,51,Contact phone number,130
2673,194,NCP last name,130
2674,195,NCP first name,130
2675,199,NCP Social Security number,130
2676,198,NCP date of birth,130
2677,194,Participant last name,130
2678,195,Participant first name,130
2679,202,Fill as appropriate,130
2680,203,=O (alpha),130
2681,84,NCP street address,130
2682,86,NCP city,130
2683,87,NCP state,130
2684,88,NCP ZIP Code,130
2685,96,Required if residential address is present,130
2686,98,=Y,130
2687,124,Employer name,130
2688,125,Employer address,130
2689,127,Employer city,130
2690,128,Employer State,130
2691,129,Employer ZIP Code,130
2692,132,Required if employer present,130
2693,134,=Y,130
2694,227,FIPS code of state that issued order,130
2695,228,FIPS code of county that issued order,130
2696,230,The order ID,130
2697,231,Date order was filed in your state,130
2698,232,Fill as appropriate,130
2699,233,Fill as appropriate,130
2700,234,Fill as appropriate,130
2701,235,Dollar amount per frequency,130
2702,236,Date the obligation starts to accrue,130
2703,254,Y or N,130
2704,269,=Fill as indicated under business usage,130
2705,8,003,131
2706,9,Fill as appropriate,131
2707,12,P,131
2708,13,MSC,131
2709,15,Your case ID,131
2710,16,Other case ID,131
2711,17,GSMAD,131
2712,19,=N,131
2713,20,=1,131
2714,21,=1,131
2715,23,Fill as appropriate,131
2716,24,=0 (numeric),131
2717,25,=0 (numeric),131
2718,26,=0 (numeric),131
2719,33,Fill as appropriate,131
2720,34,=O (alpha),131
2721,41,Your state contact last name,131
2722,42,Your state contact first name,131
2723,45,Contact address,131
2724,47,Contact city,131
2725,48,Contact state,131
2726,49,Contact ZIP Code,131
2727,51,Contact phone number,131
2728,194,NCP last name,131
2729,195,NCP first name,131
2730,199,NCP Social Security number,131
2731,198,NCP date of birth,131
2732,138,NCP insurance carrier’s name,131
2733,194,Participant last name,131
2734,195,Participant first name,131
2735,202,Fill as appropriate,131
2736,203,=O (alpha),131
2737,204,Fill as appropriate,131
2738,8,003,132
2739,9,Fill as appropriate,132
2740,12,P,132
2741,13,MSC,132
2742,15,Your case ID,132
2743,16,Other case ID,132
2744,17,GSMDE,132
2745,19,=N,132
2746,20,=1,132
2747,21,=1,132
2748,23,Fill as appropriate,132
2749,24,=0 (numeric),132
2750,25,=0 (numeric),132
2751,26,=0 (numeric),132
2752,33,Fill as appropriate,132
2753,34,=O (alpha),132
2754,41,Your state contact last name,132
2755,42,Your state contact first name,132
2756,45,Contact address,132
2757,47,Contact city,132
2758,48,Contact state,132
2759,49,Contact ZIP Code,132
2760,51,Contact phone number,132
2761,194,NCP last name,132
2762,195,NCP first name,132
2763,199,NCP Social Security number,132
2764,198,NCP date of birth,132
2765,138,NCP insurance carrier’s name,132
2766,139,NCP health insurance policy number,132
2767,194,Participant last name,132
2768,195,Participant first name,132
2769,202,Fill as appropriate,132
2770,203,=O (alpha),132
2771,204,Fill as appropriate,132
2772,8,003,133
2773,9,Fill as appropriate,133
2774,12,P,133
2775,13,MSC,133
2776,15,Your case ID,133
2777,16,Other case ID,133
2778,17,GSPAD,133
2779,19,=N,133
2780,20,=1,133
2781,21,=1,133
2782,23,Fill as appropriate,133
2783,24,=0 (numeric),133
2784,25,=0 (numeric),133
2785,26,=0 (numeric),133
2786,33,Fill as appropriate,133
2787,34,=O (alpha),133
2788,37,Payment city,133
2789,38,Payment state,133
2790,41,Your state contact last name,133
2791,42,Your state contact first name,133
2792,45,Contact address,133
2793,47,Contact city,133
2794,48,Contact state,133
2795,49,Contact ZIP Code,133
2796,51,Contact phone number,133
2797,194,NCP last name,133
2798,195,NCP first name,133
2799,199,NCP Social Security number,133
2800,198,NCP date of birth,133
2801,194,Participant last name,133
2802,195,Participant first name,133
2803,202,Fill as appropriate,133
2804,203,=O (alpha),133
2805,8,003,134
2806,9,Fill as appropriate,134
2807,12,P,134
2808,13,MSC,134
2809,15,Your case ID,134
2810,16,Other case ID,134
2811,17,GSPAY,134
2812,19,=N,134
2813,20,=1,134
2814,21,=1,134
2815,23,Fill as appropriate,134
2816,24,=0 (numeric),134
2817,25,=0 (numeric),134
2818,26,=0 (numeric),134
2819,33,Fill as appropriate,134
2820,34,=O (alpha),134
2821,37,Payment city,134
2822,38,Payment state,134
2823,41,Your state contact last name,134
2824,42,Your state contact first name,134
2825,45,Contact address,134
2826,47,Contact city,134
2827,48,Contact state,134
2828,49,Contact ZIP Code,134
2829,51,Contact phone number,134
2830,194,NCP last name,134
2831,195,NCP first name,134
2832,199,NCP Social Security number,134
2833,198,NCP date of birth,134
2834,194,Participant last name,134
2835,195,Participant first name,134
2836,202,Fill as appropriate,134
2837,203,=O (alpha),134
2838,8,003,135
2839,9,Fill as appropriate,135
2840,12,P,135
2841,13,MSC,135
2842,15,Your case ID,135
2843,16,Other case ID,135
2844,17,GSPUD,135
2845,19,=N,135
2846,20,=1,135
2847,21,=1,135
2848,23,=1,135
2849,24,=0 (numeric),135
2850,25,=0 (numeric),135
2851,26,=1,135
2852,33,Fill as appropriate,135
2853,34,=O (alpha),135
2854,41,Your state contact last name,135
2855,42,Your state contact first name,135
2856,45,Contact address,135
2857,47,Contact city,135
2858,48,Contact state,135
2859,49,Contact ZIP Code,135
2860,51,Contact phone number,135
2861,194,NCP last name,135
2862,195,NCP first name,135
2863,199,NCP Social Security number,135
2864,198,NCP date of birth,135
2865,194,Participant last name,135
2866,195,Participant first name,135
2867,202,Fill as appropriate,135
2868,203,=O (alpha),135
2869,267,=O (alpha),135
2870,269,Fill as appropriate,135
2871,8,003,136
2872,9,Fill as appropriate,136
2873,12,P,136
2874,13,MSC,136
2875,15,Your case ID,136
2876,17,GSTAI,136
2877,19,=N,136
2878,20,=1,136
2879,21,=1,136
2880,23,Fill as appropriate,136
2881,24,Fill as appropriate,136
2882,25,=0 (Numeric),136
2883,26,=1,136
2884,33,Fill as appropriate,136
2885,34,=O (Alpha),136
2886,37,Payment city,136
2887,38,Payment state,136
2888,39,Payment ZIP Code,136
2889,41,Your state contact last name,136
2890,42,Your state contact first name,136
2891,45,Contact address,136
2892,47,Contact city,136
2893,48,Contact state,136
2894,49,Contact ZIP Code,136
2895,51,Contact phone number,136
2896,194,NCP last name,136
2897,195,NCP first name,136
2898,199,NCP Social Security number,136
2899,198,NCP date of birth,136
2900,194,Participant last name,136
2901,195,Participant first name,136
2902,198,Fill as appropriate,136
2903,202,Fill as appropriate,136
2904,203,=O (Alpha),136
2905,204,Fill as appropriate,136
2906,227,FIPS code of state that issued order,136
2907,228,FIPS code of county that issued order,136
2908,230,The order ID,136
2909,231,Date order was filed in your state,136
2910,232,Fill as appropriate,136
2911,233,Fill as appropriate,136
2912,234,Fill as appropriate,136
2913,235,Dollar amount per frequency,136
2914,236,Date obligation starts to accrue,136
2915,254,Y or N,136
2916,267,=O (alpha),136
2917,269,Fill as appropriate,136
2918,8,003,137
2919,9,Fill as appropriate,137
2920,12,P,137
2921,13,MSC,137
2922,15,Your case ID,137
2923,16,Other case ID,137
2924,17,GSTYP,137
2925,19,=N,137
2926,20,=1,137
2927,21,=1,137
2928,23,=1,137
2929,24,=0 (numeric),137
2930,25,=0 (numeric),137
2931,26,=0 (numeric),137
2932,33,New case type except Non-IV-D,137
2933,34,=O (alpha),137
2934,41,Your state contact last name,137
2935,42,Your state contact first name,137
2936,45,Contact address,137
2937,47,Contact city,137
2938,48,Contact state,137
2939,49,Contact ZIP Code,137
2940,51,Contact phone number,137
2941,194,NCP last name,137
2942,195,NCP first name,137
2943,199,NCP Social Security number,137
2944,198,NCP date of birth,137
2945,194,Participant last name,137
2946,195,Participant first name,137
2947,202,Fill as appropriate,137
2948,203,=O (alpha),137
2949,8,003,138
2950,9,Fill as appropriate,138
2951,12,P,138
2952,13,MSC,138
2953,15,Your case ID,138
2954,16,Other case ID,138
2955,17,GSWKR,138
2956,19,=N,138
2957,20,=1,138
2958,21,=1,138
2959,23,=1,138
2960,24,=0 (numeric),138
2961,25,=0 (numeric),138
2962,26,=0 (numeric),138
2963,33,Fill as appropriate,138
2964,34,=O (alpha),138
2965,41,Your state contact last name,138
2966,42,Your state contact first name,138
2967,45,Contact address,138
2968,47,Contact city,138
2969,48,Contact state,138
2970,49,Contact ZIP Code,138
2971,51,Contact phone number,138
2972,194,NCP last name,138
2973,195,NCP first name,138
2974,199,NCP Social Security number,138
2975,198,NCP date of birth,138
2976,194,Participant last name,138
2977,195,Participant first name,138
2978,202,Fill as appropriate,138
2979,203,=O (alpha),138
2980,8,003,139
2981,9,Fill as appropriate,139
2982,12,P,139
2983,13,MSC,139
2984,15,Your case ID,139
2985,16,Other case ID,139
2986,17,LICAD,139
2987,19,=N,139
2988,20,=1,139
2989,21,=1,139
2990,23,=1,139
2991,24,=0 (numeric),139
2992,25,=0 (numeric),139
2993,26,=0 (numeric),139
2994,33,Fill as appropriate,139
2995,34,=O (alpha),139
2996,41,Your state contact last name,139
2997,42,Your state contact first name,139
2998,45,Contact address,139
2999,47,Contact city,139
3000,48,Contact state,139
3001,49,Contact ZIP Code,139
3002,51,Contact phone number,139
3003,194,NCP last name,139
3004,195,NCP first name,139
3005,199,NCP Social Security number,139
3006,198,NCP date of birth,139
3007,84,NCP street address,139
3008,86,NCP city,139
3009,87,NCP state,139
3010,88,NCP ZIP Code,139
3011,96,Required if residential address present,139
3012,98,=N,139
3013,194,Participant last name,139
3014,195,Participant first name,139
3015,202,Fill as appropriate,139
3016,203,=O (alpha),139
3017,8,003,140
3018,9,Fill as appropriate,140
3019,12,P,140
3020,13,MSC,140
3021,15,Your case ID,140
3022,16,Other case ID,140
3023,17,LSADR,140
3024,19,=N,140
3025,20,=1,140
3026,21,=1,140
3027,23,=1,140
3028,24,=0 (numeric),140
3029,25,=0 (numeric),140
3030,26,=0 (numeric),140
3031,33,Fill as appropriate,140
3032,34,=O (alpha),140
3033,41,Your state contact last name,140
3034,42,Your state contact first name,140
3035,45,Contact address,140
3036,47,Contact city,140
3037,48,Contact state,140
3038,49,Contact ZIP Code,140
3039,51,Contact phone number,140
3040,194,NCP last name,140
3041,195,NCP first name,140
3042,199,NCP Social Security number,140
3043,198,NCP date of birth,140
3044,84,NCP street address,140
3045,86,NCP city,140
3046,87,NCP state,140
3047,88,NCP ZIP Code,140
3048,96,Required if address present,140
3049,98,=Y,140
3050,194,Participant last name,140
3051,195,Participant first name,140
3052,202,Fill as appropriate,140
3053,203,=O (Alpha),140
3054,8,003,141
3055,9,Fill as appropriate,141
3056,12,P,141
3057,13,MSC,141
3058,15,Your case ID,141
3059,16,Other case ID,141
3060,17,LSEMP,141
3061,19,=N,141
3062,20,=1,141
3063,21,=1,141
3064,23,=1,141
3065,24,=0 (numeric),141
3066,25,=0 (numeric),141
3067,26,=0 (numeric),141
3068,33,Fill as appropriate,141
3069,34,=O (alpha),141
3070,41,Your state contact last name,141
3071,42,Your state contact first name,141
3072,45,Contact address,141
3073,47,Contact city,141
3074,48,Contact state,141
3075,49,Contact ZIP Code,141
3076,51,Contact phone number,141
3077,194,NCP last name,141
3078,195,NCP first name,141
3079,199,NCP Social Security number,141
3080,198,NCP date of birth,141
3081,124,Employer name,141
3082,125,Employer address,141
3083,127,Employer city,141
3084,128,Employer State,141
3085,129,Employer ZIP Code,141
3086,132,Required if employer present,141
3087,134,=Y,141
3088,194,Participant last name,141
3089,195,Participant first name,141
3090,202,Fill as appropriate,141
3091,203,=O (alpha),141
3092,8,003,142
3093,9,Fill as appropriate,142
3094,12,P,142
3095,13,MSC,142
3096,15,Your case ID,142
3097,16,Other case ID,142
3098,17,LSOUT,142
3099,19,=N,142
3100,20,=1,142
3101,21,=1,142
3102,23,=1,142
3103,24,=0 (numeric),142
3104,25,=0 (numeric),142
3105,26,=0 (numeric),142
3106,33,Fill as appropriate,142
3107,34,=O (alpha),142
3108,41,Your state contact last name,142
3109,42,Your state contact first name,142
3110,45,Contact address,142
3111,47,Contact city,142
3112,48,Contact state,142
3113,49,Contact ZIP Code,142
3114,51,Contact phone number,142
3115,194,NCP last name,142
3116,195,NCP first name,142
3117,199,NCP Social Security number,142
3118,198,NCP date of birth,142
3119,84,NCP street address,142
3120,86,NCP city,142
3121,87,NCP state,142
3122,88,NCP ZIP Code,142
3123,96,Required if residential address present,142
3124,98,=Y,142
3125,194,Participant last name,142
3126,195,Participant first name,142
3127,202,Fill as appropriate,142
3128,203,=O (alpha),142
3129,8,003,143
3130,9,Fill as appropriate,143
3131,12,P,143
3132,13,MSC,143
3133,15,Your case ID,143
3134,16,Other case ID,143
3135,17,LUAPD,143
3136,19,=N,143
3137,20,=1,143
3138,21,=1,143
3139,23,=1,143
3140,24,=0 (numeric),143
3141,25,=0 (numeric),143
3142,26,Fill as appropriate,143
3143,33,Fill as appropriate,143
3144,34,=O (alpha),143
3145,41,Your state contact last name,143
3146,42,Your state contact first name,143
3147,45,Contact address,143
3148,47,Contact city,143
3149,48,Contact state,143
3150,49,Contact ZIP Code,143
3151,51,Contact phone number,143
3152,194,NCP last name,143
3153,195,NCP first name,143
3154,199,NCP Social Security number,143
3155,198,NCP date of birth,143
3156,194,Participant last name,143
3157,195,Participant first name,143
3158,202,Fill as appropriate,143
3159,203,=O (alpha),143
3160,267,=O (alpha),143
3161,269,Fill as appropriate,143
3162,8,003,144
3163,9,Fill as appropriate,144
3164,12,P,144
3165,13,MSC,144
3166,15,Case ID received in the rejected transaction,144
